farm_id,farm_name,farm_type,cow_id,animal_id,date,milk_yield_l,rumination_min,activity_rate,eating_min,standing_min,resting_min,data_collection_rate_pct,group_id,parity,days_in_milk,insemination_flag,pregnancy_status,data_source,productivity_class_demo
FARM-02,High Output Commercial Farm,Commercial High Output,FARM-02-COW-003,FARM-02-COW-003,2026-01-24,25.29,297.41,55.77,287.79,286.35,841.6,96.02,FARM-02-PEN-02,1,115,0,open,bootstrap/demo,medium
FARM-02,High Output Commercial Farm,Commercial High Output,FARM-02-COW-003,FARM-02-COW-003,2026-01-25,21.26,327.68,46.55,279.66,320.11,851.15,99.51,FARM-02-PEN-02,1,116,0,open,bootstrap/demo,medium
FARM-02,High Output Commercial Farm,Commercial High Output,FARM-02-COW-003,FARM-02-COW-003,2026-01-26,22.55,302.12,59.36,283.92,301.29,869.62,99.22,FARM-02-PEN-02,1,117,0,open,bootstrap/demo,medium
FARM-02,High Output Commercial Farm,Commercial High Output,FARM-02-COW-003,FARM-02-COW-003,2026-01-27,22.1,291.31,57.02,252.83,309.6,890.28,100.0,FARM-02-PEN-02,1,118,0,open,bootstrap/demo,medium
FARM-02,High Output Commercial Farm,Commercial High Output,FARM-02-COW-003,FARM-02-COW-003,2026-01-28,20.74,305.3,46.1,278.3,312.66,823.79,93.92,FARM-02-PEN-02,1,119,0,open,bootstrap/demo,medium
FARM-02,High Output Commercial Farm,Commercial High Output,FARM-02-COW-003,FARM-02-COW-003,2026-01-29,25.57,287.76,57.09,279.14,302.9,874.39,100.0,FARM-02-PEN-02,1,120,0,open,bootstrap/demo,medium
FARM-02,High Output Commercial Farm,Commercial High Output,FARM-02-COW-003,FARM-02-COW-003,2026-01-30,22.57,311.3,52.33,265.8,328.18,823.39,97.75,FARM-02-PEN-02,1,121,0,open,bootstrap/demo,medium
FARM-02,High Output Commercial Farm,Commercial High Output,FARM-02-COW-003,FARM-02-COW-003,2026-01-31,24.63,309.81,51.93,283.74,293.76,850.08,94.14,FARM-02-PEN-02,1,122,0,open,bootstrap/demo,medium
FARM-02,High Output Commercial Farm,Commercial High Output,FARM-02-COW-003,FARM-02-COW-003,2026-02-01,23.86,313.28,51.82,267.16,318.52,864.41,93.15,FARM-02-PEN-02,1,123,0,open,bootstrap/demo,medium
FARM-02,High Output Commercial Farm,Commercial High Output,FARM-02-COW-003,FARM-02-COW-003,2026-02-02,22.46,316.24,58.76,284.08,298.75,873.65,95.96,FARM-02-PEN-02,1,124,0,open,bootstrap/demo,medium
FARM-02,High Output Commercial Farm,Commercial High Output,FARM-02-COW-003,FARM-02-COW-003,2026-02-03,21.57,293.13,54.55,275.67,274.41,882.82,97.67,FARM-02-PEN-02,1,125,0,open,bootstrap/demo,medium
FARM-02,High Output Commercial Farm,Commercial High Output,FARM-02-COW-003,FARM-02-COW-003,2026-02-04,25.04,311.8,56.88,281.6,336.87,793.39,96.7,FARM-02-PEN-02,1,126,0,open,bootstrap/demo,medium
FARM-02,High Output Commercial Farm,Commercial High Output,FARM-02-COW-003,FARM-02-COW-003,2026-02-05,23.83,306.98,39.68,246.58,328.16,886.87,100.0,FARM-02-PEN-02,1,127,0,open,bootstrap/demo,medium
FARM-02,High Output Commercial Farm,Commercial High Output,FARM-02-COW-003,FARM-02-COW-003,2026-02-06,23.78,320.98,52.58,306.08,294.36,813.06,95.65,FARM-02-PEN-02,1,128,0,open,bootstrap/demo,medium
FARM-02,High Output Commercial Farm,Commercial High Output,FARM-02-COW-003,FARM-02-COW-003,2026-02-07,21.87,316.34,53.72,264.49,321.51,812.38,93.98,FARM-02-PEN-02,1,129,0,open,bootstrap/demo,medium
FARM-02,High Output Commercial Farm,Commercial High Output,FARM-02-COW-003,FARM-02-COW-003,2026-02-08,25.28,300.53,60.39,261.56,292.52,871.65,99.01,FARM-02-PEN-02,1,130,0,open,bootstrap/demo,medium
FARM-02,High Output Commercial Farm,Commercial High Output,FARM-02-COW-003,FARM-02-COW-003,2026-02-09,22.55,281.13,54.62,268.84,322.94,837.96,92.92,FARM-02-PEN-02,1,131,0,open,bootstrap/demo,medium
FARM-02,High Output Commercial Farm,Commercial High Output,FARM-02-COW-003,FARM-02-COW-003,2026-02-10,26.1,322.13,57.49,256.8,330.13,860.09,99.85,FARM-02-PEN-02,1,132,0,open,bootstrap/demo,medium
FARM-02,High Output Commercial Farm,Commercial High Output,FARM-02-COW-003,FARM-02-COW-003,2026-02-11,24.01,304.31,51.2,287.79,335.96,801.33,89.59,FARM-02-PEN-02,1,133,0,open,bootstrap/demo,medium
FARM-02,High Output Commercial Farm,Commercial High Output,FARM-02-COW-003,FARM-02-COW-003,2026-02-12,23.44,292.26,55.71,230.0,281.36,900.0,100.0,FARM-02-PEN-02,1,134,0,open,bootstrap/demo,medium
FARM-02,High Output Commercial Farm,Commercial High Output,FARM-02-COW-003,FARM-02-COW-003,2026-02-13,24.01,308.06,52.68,243.27,310.02,899.44,98.84,FARM-02-PEN-02,1,135,0,open,bootstrap/demo,medium
FARM-02,High Output Commercial Farm,Commercial High Output,FARM-02-COW-003,FARM-02-COW-003,2026-02-14,23.65,326.51,55.57,293.59,300.76,844.34,93.38,FARM-02-PEN-02,1,136,0,open,bootstrap/demo,medium
FARM-02,High Output Commercial Farm,Commercial High Output,FARM-02-COW-003,FARM-02-COW-003,2026-02-15,24.28,305.53,46.42,281.41,342.78,832.2,99.38,FARM-02-PEN-02,1,137,0,open,bootstrap/demo,medium
FARM-02,High Output Commercial Farm,Commercial High Output,FARM-02-COW-003,FARM-02-COW-003,2026-02-16,23.25,319.41,59.4,259.88,310.18,871.21,92.61,FARM-02-PEN-02,1,138,0,open,bootstrap/demo,medium
FARM-02,High Output Commercial Farm,Commercial High Output,FARM-02-COW-003,FARM-02-COW-003,2026-02-17,23.84,314.03,60.54,271.85,375.41,776.19,100.0,FARM-02-PEN-02,1,139,0,open,bootstrap/demo,medium
FARM-02,High Output Commercial Farm,Commercial High Output,FARM-02-COW-003,FARM-02-COW-003,2026-02-18,22.63,319.21,61.07,271.71,351.94,839.45,91.51,FARM-02-PEN-02,1,140,0,open,bootstrap/demo,medium
FARM-02,High Output Commercial Farm,Commercial High Output,FARM-02-COW-003,FARM-02-COW-003,2026-02-19,27.06,329.95,56.32,293.25,314.34,799.0,93.43,FARM-02-PEN-02,1,141,1,open,bootstrap/demo,medium
FARM-02,High Output Commercial Farm,Commercial High Output,FARM-02-COW-003,FARM-02-COW-003,2026-02-20,22.48,322.95,64.73,263.16,316.3,864.83,100.0,FARM-02-PEN-02,1,142,0,open,bootstrap/demo,medium
FARM-02,High Output Commercial Farm,Commercial High Output,FARM-02-COW-003,FARM-02-COW-003,2026-02-21,23.3,303.32,49.71,256.5,343.82,804.12,100.0,FARM-02-PEN-02,1,143,0,open,bootstrap/demo,medium
FARM-02,High Output Commercial Farm,Commercial High Output,FARM-02-COW-003,FARM-02-COW-003,2026-02-22,25.67,311.8,59.96,286.42,318.84,851.39,98.95,FARM-02-PEN-02,1,144,0,open,bootstrap/demo,medium
FARM-02,High Output Commercial Farm,Commercial High Output,FARM-02-COW-003,FARM-02-COW-003,2026-02-23,24.48,308.07,53.6,262.19,327.48,856.01,96.31,FARM-02-PEN-02,1,145,0,open,bootstrap/demo,medium
FARM-02,High Output Commercial Farm,Commercial High Output,FARM-02-COW-003,FARM-02-COW-003,2026-02-24,23.55,291.25,50.72,266.63,306.85,883.55,94.02,FARM-02-PEN-02,1,146,0,open,bootstrap/demo,medium
FARM-02,High Output Commercial Farm,Commercial High Output,FARM-02-COW-003,FARM-02-COW-003,2026-02-25,21.97,319.68,54.02,259.25,336.98,855.68,100.0,FARM-02-PEN-02,1,147,0,open,bootstrap/demo,medium
FARM-02,High Output Commercial Farm,Commercial High Output,FARM-02-COW-003,FARM-02-COW-003,2026-02-26,20.96,286.5,55.48,261.3,276.76,900.0,95.07,FARM-02-PEN-02,1,148,0,pregnant,bootstrap/demo,medium
FARM-02,High Output Commercial Farm,Commercial High Output,FARM-02-COW-003,FARM-02-COW-003,2026-02-27,21.78,294.25,58.55,262.31,309.57,891.07,92.62,FARM-02-PEN-02,1,149,0,open,bootstrap/demo,medium
FARM-02,High Output Commercial Farm,Commercial High Output,FARM-02-COW-003,FARM-02-COW-003,2026-02-28,23.34,333.5,54.11,284.72,335.94,816.6,93.48,FARM-02-PEN-02,1,150,0,pregnant,bootstrap/demo,medium
FARM-02,High Output Commercial Farm,Commercial High Output,FARM-02-COW-003,FARM-02-COW-003,2026-03-01,22.74,293.19,63.14,257.49,323.14,855.73,95.68,FARM-02-PEN-02,1,151,0,open,bootstrap/demo,medium
FARM-02,High Output Commercial Farm,Commercial High Output,FARM-02-COW-003,FARM-02-COW-003,2026-03-02,24.0,307.03,53.49,259.62,303.59,900.0,91.37,FARM-02-PEN-02,1,152,0,open,bootstrap/demo,medium
FARM-02,High Output Commercial Farm,Commercial High Output,FARM-02-COW-003,FARM-02-COW-003,2026-03-03,25.55,330.07,62.48,311.93,336.83,799.1,96.7,FARM-02-PEN-02,1,153,0,pregnant,bootstrap/demo,medium
FARM-02,High Output Commercial Farm,Commercial High Output,FARM-02-COW-003,FARM-02-COW-003,2026-03-04,22.64,329.2,51.44,253.4,320.56,878.96,100.0,FARM-02-PEN-02,1,154,0,open,bootstrap/demo,medium
FARM-02,High Output Commercial Farm,Commercial High Output,FARM-02-COW-003,FARM-02-COW-003,2026-03-05,25.87,313.59,54.74,300.22,317.08,839.63,92.59,FARM-02-PEN-02,1,155,0,open,bootstrap/demo,medium
FARM-02,High Output Commercial Farm,Commercial High Output,FARM-02-COW-004,FARM-02-COW-004,2025-11-21,22.85,306.47,56.59,268.75,286.82,876.77,89.46,FARM-02-PEN-02,2,70,0,open,bootstrap/demo,low
FARM-02,High Output Commercial Farm,Commercial High Output,FARM-02-COW-004,FARM-02-COW-004,2025-11-22,23.12,297.88,61.19,252.38,296.37,875.15,95.35,FARM-02-PEN-02,2,71,0,open,bootstrap/demo,low
FARM-02,High Output Commercial Farm,Commercial High Output,FARM-02-COW-004,FARM-02-COW-004,2025-11-23,23.47,336.1,68.68,280.35,321.89,846.16,87.59,FARM-02-PEN-02,2,72,0,open,bootstrap/demo,low
FARM-02,High Output Commercial Farm,Commercial High Output,FARM-02-COW-004,FARM-02-COW-004,2025-11-24,24.73,322.2,65.43,299.32,324.96,804.46,97.92,FARM-02-PEN-02,2,73,0,open,bootstrap/demo,low
FARM-02,High Output Commercial Farm,Commercial High Output,FARM-02-COW-004,FARM-02-COW-004,2025-11-25,20.22,291.72,68.06,280.92,329.55,823.62,90.4,FARM-02-PEN-02,2,74,0,open,bootstrap/demo,low
FARM-02,High Output Commercial Farm,Commercial High Output,FARM-02-COW-004,FARM-02-COW-004,2025-11-26,24.24,281.0,65.52,252.89,319.88,862.8,92.67,FARM-02-PEN-02,2,75,0,open,bootstrap/demo,low
FARM-02,High Output Commercial Farm,Commercial High Output,FARM-02-COW-004,FARM-02-COW-004,2025-11-27,22.3,305.31,56.66,266.84,323.57,860.44,93.42,FARM-02-PEN-02,2,76,0,open,bootstrap/demo,low
FARM-02,High Output Commercial Farm,Commercial High Output,FARM-02-COW-004,FARM-02-COW-004,2025-11-28,23.03,312.43,68.34,263.42,271.67,900.0,91.27,FARM-02-PEN-02,2,77,0,open,bootstrap/demo,low
FARM-02,High Output Commercial Farm,Commercial High Output,FARM-02-COW-004,FARM-02-COW-004,2025-11-29,21.64,304.19,65.56,255.44,296.27,886.53,97.96,FARM-02-PEN-02,2,78,0,open,bootstrap/demo,low
FARM-02,High Output Commercial Farm,Commercial High Output,FARM-02-COW-004,FARM-02-COW-004,2025-11-30,22.84,318.03,64.49,292.37,293.71,898.75,98.16,FARM-02-PEN-02,2,79,0,open,bootstrap/demo,low
FARM-02,High Output Commercial Farm,Commercial High Output,FARM-02-COW-004,FARM-02-COW-004,2025-12-01,21.12,278.11,69.99,258.37,300.13,890.95,87.87,FARM-02-PEN-02,2,80,0,open,bootstrap/demo,low
FARM-02,High Output Commercial Farm,Commercial High Output,FARM-02-COW-004,FARM-02-COW-004,2025-12-02,21.28,305.14,69.34,270.43,304.71,874.6,89.66,FARM-02-PEN-02,2,81,0,open,bootstrap/demo,low
FARM-02,High Output Commercial Farm,Commercial High Output,FARM-02-COW-004,FARM-02-COW-004,2025-12-03,24.62,314.45,64.98,274.07,311.25,840.49,92.63,FARM-02-PEN-02,2,82,0,open,bootstrap/demo,low
FARM-02,High Output Commercial Farm,Commercial High Output,FARM-02-COW-004,FARM-02-COW-004,2025-12-04,23.54,303.25,66.29,255.28,333.62,875.91,89.64,FARM-02-PEN-02,2,83,0,open,bootstrap/demo,low
FARM-02,High Output Commercial Farm,Commercial High Output,FARM-02-COW-004,FARM-02-COW-004,2025-12-05,23.82,346.07,59.16,284.21,316.05,838.61,92.66,FARM-02-PEN-02,2,84,0,open,bootstrap/demo,low
FARM-02,High Output Commercial Farm,Commercial High Output,FARM-02-COW-004,FARM-02-COW-004,2025-12-06,25.21,312.73,78.16,289.79,318.34,842.23,90.53,FARM-02-PEN-02,2,85,0,open,bootstrap/demo,low
FARM-02,High Output Commercial Farm,Commercial High Output,FARM-02-COW-004,FARM-02-COW-004,2025-12-07,21.94,282.99,68.09,287.53,283.7,894.61,91.59,FARM-02-PEN-02,2,86,0,open,bootstrap/demo,low
FARM-02,High Output Commercial Farm,Commercial High Output,FARM-02-COW-004,FARM-02-COW-004,2025-12-08,23.96,332.78,61.29,278.47,321.87,849.89,89.23,FARM-02-PEN-02,2,87,0,open,bootstrap/demo,low
FARM-02,High Output Commercial Farm,Commercial High Output,FARM-02-COW-004,FARM-02-COW-004,2025-12-09,23.51,334.09,65.03,268.84,334.47,825.34,99.98,FARM-02-PEN-02,2,88,0,open,bootstrap/demo,low
FARM-02,High Output Commercial Farm,Commercial High Output,FARM-02-COW-004,FARM-02-COW-004,2025-12-10,23.73,342.01,64.74,281.62,305.71,846.4,85.84,FARM-02-PEN-02,2,89,0,open,bootstrap/demo,low
FARM-02,High Output Commercial Farm,Commercial High Output,FARM-02-COW-004,FARM-02-COW-004,2025-12-11,23.95,311.98,64.56,276.14,305.28,852.09,96.05,FARM-02-PEN-02,2,90,0,open,bootstrap/demo,low
FARM-02,High Output Commercial Farm,Commercial High Output,FARM-02-COW-004,FARM-02-COW-004,2025-12-12,23.55,313.48,63.13,279.45,265.15,900.0,88.12,FARM-02-PEN-02,2,91,0,open,bootstrap/demo,low
FARM-02,High Output Commercial Farm,Commercial High Output,FARM-02-COW-004,FARM-02-COW-004,2025-12-13,21.79,289.18,65.3,272.71,317.9,852.74,92.16,FARM-02-PEN-02,2,92,0,open,bootstrap/demo,low
FARM-02,High Output Commercial Farm,Commercial High Output,FARM-02-COW-004,FARM-02-COW-004,2025-12-14,23.24,285.47,56.06,257.59,321.33,896.86,93.45,FARM-02-PEN-02,2,93,0,open,bootstrap/demo,low
FARM-02,High Output Commercial Farm,Commercial High Output,FARM-02-COW-004,FARM-02-COW-004,2025-12-15,23.53,307.79,75.19,239.66,303.53,890.77,93.84,FARM-02-PEN-02,2,94,0,open,bootstrap/demo,low
FARM-02,High Output Commercial Farm,Commercial High Output,FARM-02-COW-004,FARM-02-COW-004,2025-12-16,23.38,310.77,66.73,277.79,346.47,814.86,87.79,FARM-02-PEN-02,2,95,0,open,bootstrap/demo,low
FARM-02,High Output Commercial Farm,Commercial High Output,FARM-02-COW-004,FARM-02-COW-004,2025-12-17,21.33,328.14,58.89,275.99,323.54,861.63,90.96,FARM-02-PEN-02,2,96,0,open,bootstrap/demo,low
FARM-02,High Output Commercial Farm,Commercial High Output,FARM-02-COW-004,FARM-02-COW-004,2025-12-18,21.44,296.42,62.22,284.84,326.55,826.31,93.8,FARM-02-PEN-02,2,97,0,open,bootstrap/demo,low
FARM-02,High Output Commercial Farm,Commercial High Output,FARM-02-COW-004,FARM-02-COW-004,2025-12-19,21.82,288.67,63.53,316.61,318.84,817.91,93.95,FARM-02-PEN-02,2,98,0,open,bootstrap/demo,low
FARM-02,High Output Commercial Farm,Commercial High Output,FARM-02-COW-004,FARM-02-COW-004,2025-12-20,22.88,304.34,70.64,273.1,385.23,773.17,95.13,FARM-02-PEN-02,2,99,0,open,bootstrap/demo,low
FARM-02,High Output Commercial Farm,Commercial High Output,FARM-02-COW-004,FARM-02-COW-004,2025-12-21,21.36,317.25,60.99,268.35,337.98,858.0,97.89,FARM-02-PEN-02,2,100,0,open,bootstrap/demo,low
FARM-02,High Output Commercial Farm,Commercial High Output,FARM-02-COW-004,FARM-02-COW-004,2025-12-22,23.06,309.52,67.0,293.51,277.72,853.66,95.09,FARM-02-PEN-02,2,101,0,open,bootstrap/demo,low
FARM-02,High Output Commercial Farm,Commercial High Output,FARM-02-COW-004,FARM-02-COW-004,2025-12-23,24.53,321.93,65.39,295.36,303.67,853.18,91.32,FARM-02-PEN-02,2,102,0,open,bootstrap/demo,low
FARM-02,High Output Commercial Farm,Commercial High Output,FARM-02-COW-004,FARM-02-COW-004,2025-12-24,24.7,306.01,72.27,298.75,295.84,827.31,85.59,FARM-02-PEN-02,2,103,0,open,bootstrap/demo,low
FARM-02,High Output Commercial Farm,Commercial High Output,FARM-02-COW-004,FARM-02-COW-004,2025-12-25,22.03,305.94,65.28,251.44,311.87,881.48,92.67,FARM-02-PEN-02,2,104,0,open,bootstrap/demo,low
FARM-02,High Output Commercial Farm,Commercial High Output,FARM-02-COW-004,FARM-02-COW-004,2025-12-26,21.54,322.36,56.84,241.98,318.85,900.0,86.84,FARM-02-PEN-02,2,105,0,open,bootstrap/demo,low
FARM-02,High Output Commercial Farm,Commercial High Output,FARM-02-COW-004,FARM-02-COW-004,2025-12-27,20.5,294.76,64.44,257.31,281.74,877.04,93.26,FARM-02-PEN-02,2,106,0,open,bootstrap/demo,low
FARM-02,High Output Commercial Farm,Commercial High Output,FARM-02-COW-004,FARM-02-COW-004,2025-12-28,22.74,311.73,58.4,282.55,327.4,830.18,91.84,FARM-02-PEN-02,2,107,0,open,bootstrap/demo,low
FARM-02,High Output Commercial Farm,Commercial High Output,FARM-02-COW-004,FARM-02-COW-004,2025-12-29,23.75,325.3,68.35,258.86,324.47,836.84,93.58,FARM-02-PEN-02,2,108,0,open,bootstrap/demo,low
FARM-02,High Output Commercial Farm,Commercial High Output,FARM-02-COW-004,FARM-02-COW-004,2025-12-30,23.06,344.23,59.81,316.09,323.42,787.0,92.89,FARM-02-PEN-02,2,109,0,open,bootstrap/demo,low
FARM-02,High Output Commercial Farm,Commercial High Output,FARM-02-COW-004,FARM-02-COW-004,2025-12-31,24.05,295.5,61.93,272.2,311.66,862.37,93.42,FARM-02-PEN-02,2,110,0,open,bootstrap/demo,low
FARM-02,High Output Commercial Farm,Commercial High Output,FARM-02-COW-004,FARM-02-COW-004,2026-01-01,22.82,303.8,60.98,285.48,278.31,833.61,86.43,FARM-02-PEN-02,2,111,0,open,bootstrap/demo,low
FARM-02,High Output Commercial Farm,Commercial High Output,FARM-02-COW-004,FARM-02-COW-004,2026-01-02,23.13,282.61,73.77,276.68,309.16,893.67,87.04,FARM-02-PEN-02,2,112,0,open,bootstrap/demo,low
FARM-02,High Output Commercial Farm,Commercial High Output,FARM-02-COW-004,FARM-02-COW-004,2026-01-03,22.79,291.25,67.86,277.98,334.48,798.18,94.44,FARM-02-PEN-02,2,113,0,open,bootstrap/demo,low
FARM-02,High Output Commercial Farm,Commercial High Output,FARM-02-COW-004,FARM-02-COW-004,2026-01-04,21.35,303.99,67.89,258.3,299.15,863.78,89.01,FARM-02-PEN-02,2,114,0,open,bootstrap/demo,low
FARM-02,High Output Commercial Farm,Commercial High Output,FARM-02-COW-004,FARM-02-COW-004,2026-01-05,22.16,303.58,61.79,249.83,347.97,833.19,95.92,FARM-02-PEN-02,2,115,0,open,bootstrap/demo,low
FARM-02,High Output Commercial Farm,Commercial High Output,FARM-02-COW-004,FARM-02-COW-004,2026-01-06,21.37,312.8,63.36,265.39,323.95,797.5,90.71,FARM-02-PEN-02,2,116,0,open,bootstrap/demo,low
FARM-02,High Output Commercial Farm,Commercial High Output,FARM-02-COW-004,FARM-02-COW-004,2026-01-07,22.3,344.76,63.61,290.08,345.45,816.53,93.78,FARM-02-PEN-02,2,117,0,open,bootstrap/demo,low
FARM-02,High Output Commercial Farm,Commercial High Output,FARM-02-COW-004,FARM-02-COW-004,2026-01-08,21.55,331.32,67.5,292.72,364.01,798.34,95.96,FARM-02-PEN-02,2,118,0,open,bootstrap/demo,low
FARM-02,High Output Commercial Farm,Commercial High Output,FARM-02-COW-004,FARM-02-COW-004,2026-01-09,22.39,303.08,71.65,267.15,316.08,850.46,85.54,FARM-02-PEN-02,2,119,0,open,bootstrap/demo,low
FARM-02,High Output Commercial Farm,Commercial High Output,FARM-02-COW-004,FARM-02-COW-004,2026-01-10,23.19,298.64,57.3,258.85,292.97,900.0,86.73,FARM-02-PEN-02,2,120,0,open,bootstrap/demo,low
FARM-02,High Output Commercial Farm,Commercial High Output,FARM-02-COW-004,FARM-02-COW-004,2026-01-11,21.37,288.46,52.81,253.29,326.1,878.47,92.08,FARM-02-PEN-02,2,121,0,open,bootstrap/demo,low
FARM-02,High Output Commercial Farm,Commercial High Output,FARM-02-COW-004,FARM-02-COW-004,2026-01-12,20.89,285.79,63.63,271.29,301.09,874.44,92.71,FARM-02-PEN-02,2,122,0,open,bootstrap/demo,low
FARM-02,High Output Commercial Farm,Commercial High Output,FARM-02-COW-004,FARM-02-COW-004,2026-01-13,21.74,270.94,60.9,227.34,296.79,900.0,87.4,FARM-02-PEN-02,2,123,0,open,bootstrap/demo,low
FARM-02,High Output Commercial Farm,Commercial High Output,FARM-02-COW-004,FARM-02-COW-004,2026-01-14,24.11,294.93,58.46,270.17,289.59,884.03,91.82,FARM-02-PEN-02,2,124,0,open,bootstrap/demo,low
FARM-02,High Output Commercial Farm,Commercial High Output,FARM-02-COW-004,FARM-02-COW-004,2026-01-15,21.24,267.97,55.81,265.96,303.2,881.9,94.72,FARM-02-PEN-02,2,125,0,open,bootstrap/demo,low
FARM-02,High Output Commercial Farm,Commercial High Output,FARM-02-COW-004,FARM-02-COW-004,2026-01-16,20.85,275.56,56.9,263.98,343.2,814.75,93.47,FARM-02-PEN-02,2,126,0,open,bootstrap/demo,low
FARM-02,High Output Commercial Farm,Commercial High Output,FARM-02-COW-004,FARM-02-COW-004,2026-01-17,22.13,311.27,59.35,280.23,336.26,855.62,89.51,FARM-02-PEN-02,2,127,0,open,bootstrap/demo,low
FARM-02,High Output Commercial Farm,Commercial High Output,FARM-02-COW-004,FARM-02-COW-004,2026-01-18,19.33,275.66,60.5,265.78,303.19,881.79,98.15,FARM-02-PEN-02,2,128,0,open,bootstrap/demo,low
FARM-02,High Output Commercial Farm,Commercial High Output,FARM-02-COW-004,FARM-02-COW-004,2026-01-19,22.2,310.8,65.26,271.76,296.79,839.88,90.03,FARM-02-PEN-02,2,129,0,open,bootstrap/demo,low
FARM-02,High Output Commercial Farm,Commercial High Output,FARM-02-COW-004,FARM-02-COW-004,2026-01-20,21.74,313.61,63.35,312.31,342.56,803.72,93.33,FARM-02-PEN-02,2,130,0,open,bootstrap/demo,low
FARM-02,High Output Commercial Farm,Commercial High Output,FARM-02-COW-004,FARM-02-COW-004,2026-01-21,22.86,299.7,65.46,289.51,290.02,862.99,90.22,FARM-02-PEN-02,2,131,0,open,bootstrap/demo,low
FARM-02,High Output Commercial Farm,Commercial High Output,FARM-02-COW-004,FARM-02-COW-004,2026-01-22,20.71,297.14,69.12,254.17,311.01,849.79,90.15,FARM-02-PEN-02,2,132,0,open,bootstrap/demo,low
FARM-02,High Output Commercial Farm,Commercial High Output,FARM-02-COW-004,FARM-02-COW-004,2026-01-23,22.63,312.28,65.95,236.45,302.62,887.42,90.88,FARM-02-PEN-02,2,133,0,open,bootstrap/demo,low
FARM-02,High Output Commercial Farm,Commercial High Output,FARM-02-COW-004,FARM-02-COW-004,2026-01-24,21.63,297.59,72.09,243.08,299.27,899.59,84.83,FARM-02-PEN-02,2,134,0,open,bootstrap/demo,low
FARM-02,High Output Commercial Farm,Commercial High Output,FARM-02-COW-004,FARM-02-COW-004,2026-01-25,20.59,296.95,58.15,294.67,359.28,785.14,87.73,FARM-02-PEN-02,2,135,0,open,bootstrap/demo,low
FARM-02,High Output Commercial Farm,Commercial High Output,FARM-02-COW-004,FARM-02-COW-004,2026-01-26,21.19,298.17,59.51,254.47,302.42,859.47,91.05,FARM-02-PEN-02,2,136,0,open,bootstrap/demo,low
FARM-02,High Output Commercial Farm,Commercial High Output,FARM-02-COW-004,FARM-02-COW-004,2026-01-27,22.61,307.61,51.5,280.54,295.14,884.55,85.29,FARM-02-PEN-02,2,137,0,open,bootstrap/demo,low
FARM-02,High Output Commercial Farm,Commercial High Output,FARM-02-COW-004,FARM-02-COW-004,2026-01-28,24.27,337.08,66.96,279.98,349.47,814.59,93.75,FARM-02-PEN-02,2,138,0,open,bootstrap/demo,low
FARM-02,High Output Commercial Farm,Commercial High Output,FARM-02-COW-004,FARM-02-COW-004,2026-01-29,21.92,299.2,60.95,267.93,280.18,897.82,89.56,FARM-02-PEN-02,2,139,0,open,bootstrap/demo,low
FARM-02,High Output Commercial Farm,Commercial High Output,FARM-02-COW-004,FARM-02-COW-004,2026-01-30,21.51,301.73,68.39,273.48,340.57,835.31,89.95,FARM-02-PEN-02,2,140,0,open,bootstrap/demo,low
FARM-02,High Output Commercial Farm,Commercial High Output,FARM-02-COW-004,FARM-02-COW-004,2026-01-31,21.22,315.13,65.07,259.21,307.18,881.92,85.64,FARM-02-PEN-02,2,141,0,open,bootstrap/demo,low
FARM-02,High Output Commercial Farm,Commercial High Output,FARM-02-COW-004,FARM-02-COW-004,2026-02-01,24.17,325.16,67.93,301.59,281.03,877.78,89.85,FARM-02-PEN-02,2,142,0,open,bootstrap/demo,low
FARM-02,High Output Commercial Farm,Commercial High Output,FARM-02-COW-004,FARM-02-COW-004,2026-02-02,20.4,295.27,58.85,259.7,277.2,900.0,92.69,FARM-02-PEN-02,2,143,0,open,bootstrap/demo,low
FARM-02,High Output Commercial Farm,Commercial High Output,FARM-02-COW-004,FARM-02-COW-004,2026-02-03,22.41,315.46,67.81,290.26,295.02,856.3,98.52,FARM-02-PEN-02,2,144,0,open,bootstrap/demo,low
FARM-02,High Output Commercial Farm,Commercial High Output,FARM-02-COW-004,FARM-02-COW-004,2026-02-04,22.79,292.97,55.14,282.5,329.15,863.58,96.98,FARM-02-PEN-02,2,145,0,open,bootstrap/demo,low
FARM-02,High Output Commercial Farm,Commercial High Output,FARM-02-COW-004,FARM-02-COW-004,2026-02-05,22.27,328.8,69.18,247.44,306.81,891.15,88.52,FARM-02-PEN-02,2,146,0,pregnant,bootstrap/demo,low
FARM-02,High Output Commercial Farm,Commercial High Output,FARM-02-COW-004,FARM-02-COW-004,2026-02-06,22.85,317.75,65.7,252.91,285.04,871.42,84.6,FARM-02-PEN-02,2,147,1,open,bootstrap/demo,low
FARM-02,High Output Commercial Farm,Commercial High Output,FARM-02-COW-004,FARM-02-COW-004,2026-02-07,22.66,310.88,62.6,253.33,289.25,893.12,90.96,FARM-02-PEN-02,2,148,0,open,bootstrap/demo,low
FARM-02,High Output Commercial Farm,Commercial High Output,FARM-02-COW-004,FARM-02-COW-004,2026-02-08,21.32,318.07,63.15,265.67,304.69,853.62,92.79,FARM-02-PEN-02,2,149,0,pregnant,bootstrap/demo,low
FARM-02,High Output Commercial Farm,Commercial High Output,FARM-02-COW-004,FARM-02-COW-004,2026-02-09,21.63,303.81,64.14,269.59,296.47,868.09,91.75,FARM-02-PEN-02,2,150,0,open,bootstrap/demo,low
